iter	Logloss
131	0.1009026632
132	0.100655148
133	0.1004228997
134	0.09980788623
135	0.09950647565
136	0.09939056885
137	0.0990723582
138	0.09885218593
139	0.0984847448
140	0.09827981528
141	0.09806094111
142	0.09773380663
143	0.09749038876
144	0.09726246457
145	0.09711587616
146	0.09691362642
147	0.09664045943
148	0.0965170596
149	0.09621218292
150	0.09607125126
151	0.09592983947
152	0.09570153661
153	0.09552753522
154	0.09544476932
155	0.09537714856
156	0.09527912532
157	0.09515132065
158	0.09502580328
159	0.0948812479
160	0.09461851134
161	0.09432079606
162	0.09421008316
163	0.09407351942
164	0.09393551985
165	0.09371164086
166	0.09338218662
167	0.09320166667
168	0.09301672583
169	0.09292897144
170	0.0925951694
171	0.09244441005
172	0.0922908656
173	0.09214604189
174	0.09193729752
175	0.09181574741
176	0.09161473152
177	0.09154699177
178	0.09139914293
179	0.09124720079
180	0.09117304084
181	0.09110586223
182	0.09096238924
183	0.09084941963
184	0.0907226089
185	0.09059396197
186	0.09050448011
187	0.0903409606
188	0.09018778007
189	0.09010743658
190	0.08998157674
191	0.0898969371
192	0.08971509715
193	0.08962388927
194	0.0895444563
195	0.08927313042
196	0.08916288714
197	0.0887700713
198	0.08845242997
199	0.08834903197
200	0.08824407629
201	0.08810724342
202	0.08788351612
203	0.08776905531
204	0.08768280011
205	0.08753808604
206	0.08720440831
207	0.08710729048
208	0.08676201029
209	0.08665419887
210	0.08636191954
211	0.08626764562
212	0.08605333173
213	0.0858050434
214	0.08564964222
215	0.08539610277
216	0.08516546905
217	0.08491035768
218	0.08481761216
219	0.08456981774
220	0.08405163052
221	0.083826909
222	0.08356650956
223	0.08342209282
224	0.08333568276
225	0.0831971241
226	0.0829367325
227	0.08273378776
228	0.08266302698
229	0.08254095988
230	0.08244575085
231	0.08235166076
232	0.08228152276
233	0.08217978295
234	0.0820579167
235	0.08195027602
236	0.08187475205
237	0.08177314453
238	0.08162312497
239	0.08146486801
240	0.08130222066
241	0.08101165452
242	0.0808965132
243	0.08077039641
244	0.08065198309
245	0.08049039137
246	0.08026256037
247	0.08015160359
248	0.0800535557
249	0.07996711299
250	0.07983938671
251	0.07979257973
252	0.07953894412
253	0.07937778994
254	0.07919516702
255	0.07910861478
256	0.07906008342
257	0.07889448823
258	0.07877961832
259	0.07870546894
260	0.07864218074
261	0.07857923493
262	0.07850548871
263	0.07845844209
264	0.07839701881
265	0.07826266324
266	0.07818292964
267	0.07811585701
268	0.07800648406
269	0.07791379211
270	0.07759607387
271	0.07738892323
272	0.07724471792
273	0.07708753309
274	0.07701643632
275	0.07683407534
276	0.07672784609
277	0.07662744854
278	0.07654775786
279	0.07648745199
280	0.0764241997
281	0.07638953002
282	0.07631502647
283	0.07619599284
284	0.07611739794
285	0.0760194245
286	0.07595706658
287	0.07589085504
288	0.0758243108
289	0.07568056305
290	0.07552503166
291	0.07542871648
292	0.07534566146
293	0.0752914548
294	0.07520297687
295	0.07513450011
296	0.07506173318
297	0.07488743012
298	0.0747908924
299	0.07473812847
300	0.07464895903
301	0.07458464852
302	0.07449081365
303	0.07445530713
304	0.07437753837
305	0.07431968706
306	0.074178926
307	0.07410700874
308	0.07401575661
309	0.07393580721
310	0.07387950232
311	0.07381846291
312	0.07376760953
313	0.07369669542
314	0.07362706291
315	0.07349663565
316	0.07338747149
317	0.07332533352
318	0.07311160908
319	0.07297083429
320	0.07290279441
321	0.07279082308
322	0.0727252312
323	0.0726826318
324	0.07262534248
325	0.07257792133
326	0.07253197618
327	0.07247992425
328	0.07243602975
329	0.07239605043
330	0.07228489144
331	0.07223795132
332	0.07216776639
333	0.07209786372
334	0.07202261644
335	0.07191455541
336	0.07184817201
337	0.07171713277
338	0.07165009439
339	0.07154632377
340	0.07150632546
341	0.0714442251
342	0.07139215796
343	0.071340847
344	0.07129028504
345	0.07123977824
346	0.07115373281
347	0.07111921135
348	0.0710732379
349	0.07102288213
350	0.07099223041
351	0.07092628019
352	0.07086283152
353	0.0708199532
354	0.07071061507
355	0.07061968416
356	0.07049042847
357	0.07029332936
358	0.07023456421
359	0.0701271221
360	0.07004997547
361	0.07000458736
362	0.06995356459
363	0.06991950055
364	0.06985281958
365	0.06978602453
366	0.06971575357
367	0.06963996025
368	0.06959241028
369	0.06945434592
370	0.06936054447
371	0.06930138847
372	0.0692485788
373	0.06920882104
374	0.06914806662
375	0.06908399283
376	0.06901419354
377	0.06897106695
378	0.06889842534
379	0.06884716873
380	0.06876622023
381	0.06870245938
382	0.06859437355
383	0.06853397599
384	0.06848901585
385	0.0683952827
386	0.06833484861
387	0.06828326162
388	0.06823145934
389	0.06806327637
390	0.06801639037
391	0.06794484172
392	0.06790314198
393	0.06784016015
394	0.06775062089
395	0.06768391064
396	0.06765088916
397	0.06760326626
398	0.06752151531
399	0.06746811827
400	0.06739272706
401	0.06732739994
402	0.06729294833
403	0.06723123583
404	0.06716035458
405	0.06711533585
406	0.06706340116
407	0.06701304287
408	0.06698390085
409	0.06692498664
410	0.06683394412
411	0.06677909402
412	0.06671549594
413	0.06669130393
414	0.06664414968
415	0.0665424922
416	0.06648709063
417	0.06642856865
418	0.06638604465
419	0.06636097349
420	0.06632166401
421	0.06629335679
422	0.066256053
423	0.06616770724
424	0.06601823301
425	0.06595923695
426	0.06591023212
427	0.06585061376
428	0.06581228318
429	0.06576708681
430	0.06573616089
431	0.06559361661
432	0.06550015829
433	0.0654245992
434	0.06537261112
435	0.06530523883
436	0.06521533958
437	0.06517556912
438	0.06508074259
439	0.06500044014
440	0.06496973274
441	0.064909609
442	0.06487679553
443	0.06482768249
444	0.06477632662
445	0.06473586886
446	0.06468787265
447	0.06463928829
448	0.06455460951
449	0.06451993879
450	0.0644573157
451	0.06442445013
452	0.0643489297
453	0.06429495801
454	0.06423690868
455	0.06419567233
456	0.06417425133
457	0.06411826762
458	0.06407515566
459	0.06400815772
460	0.06397380796
461	0.06392777333
462	0.06390343161
463	0.06377334106
464	0.06371432985
465	0.06368192367
466	0.06362524003
467	0.06357555349
468	0.06352921981
469	0.06349318074
470	0.06343101291
471	0.06340766666
472	0.06337640067
473	0.06332862921
474	0.06330147218
475	0.06326683239
476	0.06323520373
477	0.06320106594
478	0.06314659001
479	0.06301028719
480	0.06295020706
481	0.06287936278
482	0.06283842283
483	0.06278445987
484	0.06273875598
485	0.06269584128
486	0.06265892801
487	0.06261877764
488	0.06250335164
489	0.06247038512
490	0.06243592168
491	0.06240608693
492	0.06237526034
493	0.06235223879
494	0.06230965025
495	0.06227879753
496	0.06222017579
497	0.06219085966
498	0.06212454796
499	0.06209357047
500	0.06205252662
501	0.06197120587
502	0.06195049798
503	0.06191667458
504	0.06184811845
505	0.06179754133
506	0.06175555124
507	0.06170757147
508	0.06167606567
509	0.06162965316
510	0.06160575429
511	0.06156285992
512	0.06153303232
513	0.06147079329
514	0.06143730799
515	0.06138484083
516	0.0613660105
517	0.06132978671
518	0.0612971631
519	0.06125119862
520	0.061178583
521	0.06113475825
522	0.0610723024
523	0.0610444959
524	0.06100761319
525	0.06095356144
526	0.06082311584
527	0.0607873419
528	0.06069028389
529	0.06064444539
530	0.0605954971
531	0.06051980684
532	0.0604805078
533	0.06044161093
534	0.06040336837
535	0.06035302766
536	0.06031442197
537	0.06027380277
538	0.06024373004
539	0.06019336805
540	0.06015876535
541	0.06012412499
542	0.06008640185
543	0.06003016258
544	0.06000197507
545	0.05997549972
546	0.05995054409
547	0.05991641832
548	0.05986299866
549	0.05980348534
550	0.05977128996
551	0.05973334161
552	0.05969100466
553	0.05965935316
554	0.05960729255
555	0.05955887894
556	0.0594784461
557	0.05943959312
558	0.05941346739
559	0.05938778963
560	0.05930090755
561	0.05927168658
562	0.05923220725
563	0.05917554712
564	0.05911883398
565	0.05907580617
566	0.05899573188
567	0.05888160801
568	0.05882873874
569	0.0588019824
570	0.05877908237
571	0.05874623038
572	0.05869892492
573	0.05866492491
574	0.05854209783
575	0.05850658281
576	0.05846271736
577	0.05838845271
578	0.05835576149
579	0.05831661438
580	0.05826983206
581	0.05824100874
582	0.05819913248
583	0.05814426407
584	0.05810180173
585	0.05805282555
586	0.05802714708
587	0.05796744722
588	0.05793292533
589	0.05790719235
590	0.05787323971
591	0.05782386235
592	0.05778987181
593	0.05775692035
594	0.05771350781
595	0.05767726114
596	0.05761335082
597	0.05752768631
598	0.05745778368
599	0.05743857026
600	0.05741508453
601	0.05737788213
602	0.05735331868
603	0.05732264822
604	0.05726328831
605	0.05720394107
606	0.05715633228
607	0.05711047132
608	0.05709113946
609	0.05705767834
610	0.05699731374
611	0.05696262465
612	0.05692319089
613	0.05684390181
614	0.05673451091
615	0.05670210416
616	0.05666759862
617	0.05660436666
618	0.05652379466
619	0.05648867776
620	0.05645206603
621	0.05640343981
622	0.05637119789
623	0.0563124495
624	0.05628750807
625	0.05624251583
626	0.05622912051
627	0.05618801697
628	0.05612986794
629	0.05610618284
630	0.05606656984
631	0.05601900975
632	0.05598840876
633	0.05596027595
634	0.0559235796
635	0.05590242089
636	0.0558782576
637	0.05583493422
638	0.05579977943
639	0.05578577059
640	0.05575643285
641	0.05573298701
642	0.05570461977
643	0.05567525371
644	0.05564446066
645	0.0556121373
646	0.05556706984
647	0.05555052375
648	0.05552829382
649	0.05550685144
650	0.0554747063
651	0.05544386551
652	0.05542114447
653	0.055398566
654	0.05537653214
655	0.0553440393
656	0.05526951265
657	0.05523036854
658	0.05520023516
659	0.05515770332
660	0.05513018681
661	0.05509726068
662	0.0550302904
663	0.05492613485
664	0.05489756532
665	0.05487462943
666	0.05483202073
667	0.05476475549
668	0.05474431818
669	0.05468155455
670	0.05461856464
671	0.05458160508
672	0.05454610183
673	0.05452303881
674	0.05446571269
675	0.05444088957
676	0.05438836567
677	0.05435651648
678	0.05433151667
679	0.05429239581
680	0.05427168739
681	0.05423122576
682	0.05420567531
683	0.05415408728
684	0.05412986137
685	0.0540914137
686	0.05404803203
687	0.05401311663
688	0.05396295523
689	0.05393607605
690	0.05388941549
691	0.05384498893
692	0.0538010587
693	0.05376972
694	0.05368845223
695	0.05360148088
696	0.0535678767
697	0.05354736759
698	0.05350060323
699	0.05348474254
700	0.05345752821
701	0.05343742417
702	0.05340886966
703	0.05335100699
704	0.05330288289
705	0.05327591834
706	0.05323484355
707	0.05320050381
708	0.05316661502
709	0.05313480187
710	0.05310919987
711	0.0530666885
712	0.05302858735
713	0.0530038077
714	0.05294110624
715	0.05287608461
716	0.05283643057
717	0.05277995071
718	0.05274716304
719	0.05272248266
720	0.05269093164
721	0.05266914051
722	0.05264019869
723	0.05260082893
724	0.05257324911
725	0.05255495377
726	0.05249578587
727	0.05246774367
728	0.05244945852
729	0.05238687419
730	0.05237004949
731	0.05233870858
732	0.05231275932
733	0.05225169774
734	0.05222228173
735	0.05219632105
736	0.05218452403
737	0.05214833826
738	0.05213971178
739	0.05208593163
740	0.05206689423
741	0.05204624407
742	0.05198047209
743	0.05193969872
744	0.05189710124
745	0.05187549698
746	0.05185491151
747	0.05181353197
748	0.05178403881
749	0.05175838165
750	0.05172032218
751	0.05169634227
752	0.05167544421
753	0.05165047522
754	0.05161526913
755	0.05160138122
756	0.0515647641
757	0.05152798732
758	0.05151489611
759	0.05146692689
760	0.05144377886
761	0.0514225781
762	0.05136277223
763	0.05133854752
764	0.05132076454
765	0.05130925653
766	0.05128144943
767	0.05124835943
768	0.05122333233
769	0.05120034989
770	0.05117323267
771	0.05115162307
772	0.0511220451
773	0.05107800907
774	0.05103018976
775	0.051002019
776	0.0509795439
777	0.05095458025
778	0.05093659366
779	0.05090752544
780	0.05083867371
781	0.05080586381
782	0.05073989104
783	0.05070970231
784	0.05066095607
785	0.05063890746
786	0.05061632976
787	0.05058069769
788	0.05055530691
789	0.05054297115
790	0.05052393173
791	0.05049071894
792	0.05045208906
793	0.05042654758
794	0.05038278617
795	0.05036200664
796	0.05033119796
797	0.05029672906
798	0.05026210314
799	0.05023678707
800	0.05022868124
801	0.05016624568
802	0.05013689888
803	0.05010084265
804	0.05006899679
805	0.05003820669
806	0.05001432468
807	0.04999190872
808	0.04995948756
809	0.04994359253
810	0.04991963669
811	0.04985263915
812	0.04982589014
813	0.04979499485
814	0.04976269049
815	0.04974397846
816	0.04968187305
817	0.0496490082
818	0.0496143452
819	0.04958665971
820	0.04955303586
821	0.04952429222
822	0.04948827684
823	0.04947026763
824	0.04941429926
825	0.04938601744
826	0.04935547645
827	0.04934809832
828	0.04934125754
829	0.04928900253
830	0.04927162893
831	0.0492457208
832	0.04921797937
833	0.04919641014
834	0.04917236658
835	0.04913970939
836	0.04910433449
837	0.04906671628
838	0.04902747611
839	0.04898984149
840	0.04897460729
841	0.04895974509
842	0.04894232077
843	0.04891481356
844	0.04889038965
845	0.04885883807
846	0.0488311602
847	0.0487782947
848	0.04876309557
849	0.04874174476
850	0.0487127992
851	0.04866880121
852	0.04865720723
853	0.04863850411
854	0.04862040933
855	0.04857500637
856	0.04854620507
857	0.04852954909
858	0.04848840722
859	0.04845934913
860	0.04842796823
861	0.04837808926
862	0.04835030621
863	0.04831696113
864	0.0482914958
865	0.04824896915
866	0.04822992793
867	0.0482054101
868	0.04818141847
869	0.04815940949
870	0.04813755874
871	0.04811124887
872	0.04810159097
873	0.04807180142
874	0.0480354429
875	0.04802327892
876	0.04799185722
877	0.04797401515
878	0.0479566353
879	0.0479376548
880	0.04790188898
881	0.0478724698
882	0.04785893603
883	0.04779780009
884	0.04777176219
885	0.04774997218
886	0.04769214115
887	0.04765457334
888	0.04763153609
889	0.04759530254
890	0.04757649079
891	0.04755042191
892	0.04752069066
893	0.0474998974
894	0.04747309306
895	0.04744120326
896	0.04740237199
897	0.04738071823
898	0.04735550621
899	0.04730941005
900	0.04728874732
901	0.04727029938
902	0.04721502559
903	0.04720116562
904	0.04717749482
905	0.04716211212
906	0.04712961039
907	0.04710696966
908	0.04709219192
909	0.04705378702
910	0.04702335059
911	0.0470056983
912	0.04696431859
913	0.04693668424
914	0.04689854983
915	0.04687832146
916	0.04686009429
917	0.04683546143
918	0.04680420678
919	0.04678274055
920	0.04675105049
921	0.04673787296
922	0.0467178834
923	0.04669448068
924	0.04666977647
925	0.04664846214
926	0.04661622893
927	0.04659255366
928	0.0465790403
929	0.04654908841
930	0.04653272685
931	0.04649266509
932	0.04643215417
933	0.04641654084
934	0.04639767791
935	0.04634842397
936	0.04632515216
937	0.04630975425
938	0.04629721871
939	0.04626201709
940	0.04623930148
941	0.04621749848
942	0.04619390188
943	0.04617913161
944	0.04616043571
945	0.04614150109
946	0.04611472377
947	0.04608852263
948	0.04605320616
949	0.04601350754
950	0.04599383418
951	0.04596957225
952	0.04594871154
953	0.04593388837
954	0.04589206124
955	0.04587789398
956	0.04586600404
957	0.04584019343
958	0.04582547474
959	0.04580839227
960	0.04576992013
961	0.04575840594
962	0.04573008341
963	0.04570992949
964	0.04567014432
965	0.04564689045
966	0.04561308009
967	0.0455615904
968	0.04553909421
969	0.04551237176
970	0.04547915157
971	0.04545765348
972	0.04543655329
973	0.04541698939
974	0.04540052377
975	0.04538142816
976	0.04532442446
977	0.04529082481
978	0.04526807987
979	0.04525039144
980	0.04522062698
981	0.04518781547
982	0.04516936082
983	0.04515171555
984	0.04511846005
985	0.04509244165
986	0.04506779703
987	0.04503858697
988	0.04498274053
989	0.04497232627
990	0.04495610848
991	0.04494179516
992	0.04492278381
993	0.04489536043
994	0.0448785118
995	0.04486474188
996	0.04484329952
997	0.04480947269
998	0.0448011226
999	0.04476808598
